Date,Time,Price1,Price2,Price3,Price,Volume
2016.02.28,0:00,0.71208,0.74421,0.71077,0.74345,423614
2016.03.06,0:00,0.74001,0.75825,0.73917,0.75472,438568
2016.03.13,0:00,0.75471,0.76795,0.74137,0.75942,417724
2016.03.20,0:00,0.75942,0.7648,0.74763,0.74986,326960
2016.03.27,0:00,0.75084,0.7722,0.74923,0.76779,369065
2016.04.03,0:00,0.76661,0.76775,0.7491,0.75509,391408
2016.04.10,0:00,0.75419,0.77358,0.75271,0.77231,392442
2016.04.17,0:00,0.76495,0.78336,0.76305,0.7709,363757
2016.04.24,0:00,0.76938,0.77644,0.75475,0.76073,329318
2016.05.01,0:00,0.75944,0.7718,0.73369,0.7364,364035
2016.05.08,0:00,0.73534,0.74015,0.72533,0.72672,320847
2016.05.15,0:00,0.7245,0.73654,0.71754,0.72209,305653
2016.05.22,0:00,0.72172,0.72588,0.71442,0.7182,303906
2016.05.29,0:00,0.71759,0.73675,0.7148,0.73637,308172
2016.06.05,0:00,0.7366,0.75036,0.73145,0.73765,313722
2016.06.12,0:00,0.73751,0.74452,0.72847,0.73911,349667
2016.06.19,0:00,0.74319,0.76444,0.73037,0.74626,341679
2016.06.26,0:00,0.74114,0.7502,0.73223,0.74974,358432
2016.07.03,0:00,0.7447,0.75719,0.74072,0.75653,305893
2016.07.10,0:00,0.75621,0.76753,0.75211,0.75675,304664
2016.07.17,0:00,0.75917,0.76058,0.74419,0.74637,264477
2016.07.24,0:00,0.74594,0.76097,0.74202,0.76018,296368
2016.07.31,0:00,0.759,0.76635,0.74851,0.76162,287103
2016.08.07,0:00,0.76124,0.77552,0.75968,0.7648,269053
2016.08.14,0:00,0.76529,0.77485,0.75983,0.76245,316457
2016.08.21,0:00,0.76002,0.76911,0.75506,0.75597,316208
2016.08.28,0:00,0.75561,0.76152,0.74895,0.75702,316696
2016.09.04,0:00,0.75671,0.77314,0.75367,0.75371,323691
2016.09.11,0:00,0.75382,0.75673,0.74415,0.74914,403596
2016.09.18,0:00,0.74757,0.7674,0.74757,0.76218,337590
2016.09.25,0:00,0.76119,0.77094,0.75891,0.76578,356401
2016.10.02,0:00,0.76544,0.76904,0.75525,0.7586,357020
2016.10.09,0:00,0.76051,0.7647,0.7506,0.7615,363955
2016.10.16,0:00,0.76179,0.77336,0.75805,0.76041,298638
2016.10.23,0:00,0.76038,0.7708,0.75572,0.75966,349994
2016.10.30,0:00,0.75969,0.76962,0.75826,0.76715,385584
2016.11.06,0:00,0.76755,0.77771,0.75244,0.75477,544010
2016.11.13,0:00,0.75401,0.75803,0.73295,0.73337,516971
2016.11.20,0:00,0.73297,0.74672,0.73102,0.74337,445501
2016.11.27,0:00,0.74409,0.74966,0.73692,0.74568,437954
2016.12.04,0:00,0.74478,0.75071,0.74111,0.74487,443208
2016.12.11,0:00,0.74435,0.7524,0.72653,0.72968,462692
2016.12.18,0:00,0.72799,0.7312,0.71592,0.71738,339913
2016.12.25,0:00,0.71923,0.72456,0.71628,0.72,267623
2017.01.01,0:00,0.72069,0.73558,0.71639,0.72969,379535
2017.01.08,0:00,0.72933,0.75175,0.72871,0.74998,441742
2017.01.15,0:00,0.74771,0.75874,0.74572,0.75537,463296
2017.01.22,0:00,0.75515,0.76082,0.75108,0.7545,415140
2017.01.29,0:00,0.75564,0.76953,0.7527,0.76796,382980
2017.02.05,0:00,0.76763,0.76878,0.7605,0.76738,356015
2017.02.12,0:00,0.76748,0.77313,0.76171,0.76678,338395
2017.02.19,0:00,0.76672,0.774,0.76489,0.7668,272544
2017.02.26,0:00,0.76782,0.7707,0.75422,0.75939,304495
2017.03.05,0:00,0.75862,0.7632,0.74904,0.75456,295178
2017.03.12,0:00,0.75459,0.77183,0.75331,0.76816,253219
