Date,Time,Price1,Price2,Price3,Price,Volume
1996.02.18,0:00,0.7567,0.7586,0.7494,0.7575,435
1996.02.25,0:00,0.7566,0.768,0.7553,0.7616,423
1996.03.03,0:00,0.7634,0.7695,0.7568,0.7689,349
1996.03.10,0:00,0.7685,0.7768,0.766,0.7733,301
1996.03.17,0:00,0.7728,0.779,0.772,0.7769,286
1996.03.24,0:00,0.7755,0.7845,0.772,0.783,405
1996.03.31,0:00,0.7845,0.788,0.7789,0.7845,387
1996.04.07,0:00,0.7831,0.7927,0.7815,0.7917,382
1996.04.14,0:00,0.792,0.7937,0.7809,0.786,375
1996.04.21,0:00,0.7843,0.792,0.783,0.7905,346
1996.04.28,0:00,0.7891,0.7982,0.7845,0.7974,362
1996.05.05,0:00,0.7966,0.805,0.795,0.802,398
1996.05.12,0:00,0.8012,0.8041,0.797,0.801,443
1996.05.19,0:00,0.7991,0.801,0.7893,0.7912,467
1996.05.26,0:00,0.7904,0.8002,0.7892,0.7989,315
1996.06.02,0:00,0.8,0.8036,0.7848,0.7926,417
1996.06.09,0:00,0.7906,0.7955,0.7865,0.7932,378
1996.06.16,0:00,0.792,0.7933,0.7866,0.7895,348
1996.06.23,0:00,0.7881,0.7935,0.7853,0.7871,332
1996.06.30,0:00,0.7872,0.7975,0.7805,0.7956,419
1996.07.07,0:00,0.7944,0.8003,0.7915,0.7976,386
1996.07.14,0:00,0.7965,0.798,0.783,0.7918,531
1996.07.21,0:00,0.791,0.7932,0.7845,0.7868,488
1996.07.28,0:00,0.7871,0.7895,0.7685,0.7739,615
1996.08.04,0:00,0.7726,0.7817,0.7715,0.7798,433
1996.08.11,0:00,0.7786,0.7846,0.7763,0.7832,327
1996.08.18,0:00,0.7829,0.7938,0.7829,0.7917,456
1996.08.25,0:00,0.7908,0.7945,0.7864,0.7902,355
1996.09.01,0:00,0.7905,0.8009,0.7883,0.8,340
1996.09.08,0:00,0.799,0.8024,0.79,0.7912,367
1996.09.15,0:00,0.7917,0.7948,0.786,0.7921,432
1996.09.22,0:00,0.791,0.7942,0.7851,0.7902,334
1996.09.29,0:00,0.7907,0.797,0.7877,0.789,405
1996.10.06,0:00,0.7885,0.7929,0.7855,0.7906,444
1996.10.13,0:00,0.7906,0.797,0.7884,0.7957,330
1996.10.20,0:00,0.7951,0.8001,0.7885,0.7905,407
1996.10.27,0:00,0.7905,0.7948,0.7874,0.789,380
1996.11.03,0:00,0.7885,0.7935,0.7813,0.7879,556
1996.11.10,0:00,0.7881,0.7925,0.786,0.7906,365
1996.11.17,0:00,0.7903,0.8152,0.7899,0.8146,470
1996.11.24,0:00,0.8128,0.8173,0.8068,0.8166,500
1996.12.01,0:00,0.817,0.8215,0.785,0.798,983
1996.12.08,0:00,0.7986,0.8053,0.7881,0.792,537
1996.12.15,0:00,0.7931,0.7974,0.79,0.7956,354
1996.12.22,0:00,0.7955,0.8005,0.7937,0.7955,295
1996.12.29,0:00,0.797,0.799,0.7883,0.7906,369
1997.01.05,0:00,0.7907,0.7923,0.7732,0.782,659
1997.01.12,0:00,0.7815,0.7831,0.7735,0.781,512
1997.01.19,0:00,0.7819,0.7826,0.7698,0.773,467
1997.01.26,0:00,0.7725,0.7741,0.759,0.7623,558
1997.02.02,0:00,0.7626,0.7701,0.7585,0.762,645
1997.02.09,0:00,0.761,0.7735,0.7546,0.765,660
1997.02.16,0:00,0.7646,0.7798,0.763,0.778,465
1997.02.23,0:00,0.7761,0.7825,0.7732,0.7791,498
1997.03.02,0:00,0.7805,0.7918,0.7795,0.7866,484
1997.03.09,0:00,0.7868,0.8005,0.7848,0.7985,463
1997.03.16,0:00,0.7976,0.7995,0.7824,0.787,569
1997.03.23,0:00,0.7862,0.7911,0.7798,0.784,491
1997.03.30,0:00,0.7833,0.7903,0.7748,0.776,429
1997.04.06,0:00,0.7757,0.7899,0.773,0.7848,662
1997.04.13,0:00,0.7852,0.787,0.7686,0.7732,581
1997.04.20,0:00,0.7741,0.7805,0.773,0.7762,447
1997.04.27,0:00,0.7762,0.7867,0.7727,0.783,498
1997.05.04,0:00,0.7816,0.7839,0.7735,0.7786,505
1997.05.11,0:00,0.7765,0.7841,0.7722,0.7766,642
1997.05.18,0:00,0.7754,0.7896,0.7632,0.7666,749
1997.05.25,0:00,0.7666,0.769,0.7585,0.7604,585
1997.06.01,0:00,0.76,0.7647,0.7558,0.762,513
1997.06.08,0:00,0.7612,0.7635,0.75,0.7511,436
1997.06.15,0:00,0.7511,0.7548,0.7465,0.7511,496
1997.06.22,0:00,0.7503,0.7538,0.7433,0.7451,397
1997.06.29,0:00,0.7454,0.7585,0.7441,0.7488,566
1997.07.06,0:00,0.748,0.7502,0.739,0.7406,567
1997.07.13,0:00,0.7394,0.7444,0.7312,0.7425,552
1997.07.20,0:00,0.742,0.7435,0.732,0.738,535
1997.07.27,0:00,0.7377,0.7502,0.7331,0.739,737
1997.08.03,0:00,0.7382,0.7428,0.7287,0.7351,579
1997.08.10,0:00,0.7353,0.7485,0.735,0.743,498
1997.08.17,0:00,0.741,0.7515,0.7355,0.749,562
1997.08.24,0:00,0.7466,0.7505,0.7308,0.7325,576
1997.08.31,0:00,0.7313,0.7347,0.724,0.7315,563
1997.09.07,0:00,0.73,0.7333,0.7192,0.7223,470
1997.09.14,0:00,0.7213,0.724,0.7143,0.718,466
1997.09.21,0:00,0.719,0.7284,0.718,0.7224,448
1997.09.28,0:00,0.7203,0.7318,0.717,0.7297,543
1997.10.05,0:00,0.728,0.741,0.7211,0.7401,607
1997.10.12,0:00,0.7385,0.7431,0.7316,0.7344,515
1997.10.19,0:00,0.731,0.7328,0.69,0.691,957
1997.10.26,0:00,0.6865,0.7168,0.681,0.7012,1244
1997.11.02,0:00,0.7013,0.7179,0.6918,0.6931,823
1997.11.09,0:00,0.693,0.7027,0.689,0.6976,655
1997.11.16,0:00,0.6944,0.7055,0.685,0.6943,798
1997.11.23,0:00,0.695,0.6966,0.676,0.6815,557
1997.11.30,0:00,0.6811,0.683,0.6695,0.6715,674
1997.12.07,0:00,0.6705,0.6743,0.6605,0.6615,482
1997.12.14,0:00,0.6627,0.6644,0.6458,0.6535,904
1997.12.21,0:00,0.6521,0.661,0.6507,0.6568,317
1997.12.28,0:00,0.6576,0.6598,0.6495,0.651,386
1998.01.04,0:00,0.6501,0.6522,0.6317,0.6445,898
1998.01.11,0:00,0.6414,0.6691,0.6365,0.666,871
1998.01.18,0:00,0.666,0.6691,0.6558,0.6659,730
1998.01.25,0:00,0.6676,0.6885,0.6676,0.683,919
1998.02.01,0:00,0.6807,0.6883,0.668,0.6713,753
1998.02.08,0:00,0.6698,0.684,0.6685,0.6735,691
1998.02.15,0:00,0.6705,0.6777,0.6611,0.67,631
1998.02.22,0:00,0.6673,0.6819,0.66,0.6795,615
1998.03.01,0:00,0.6791,0.685,0.664,0.669,583
1998.03.08,0:00,0.6684,0.6782,0.663,0.677,459
1998.03.15,0:00,0.6762,0.6767,0.6578,0.6655,608
1998.03.22,0:00,0.6642,0.6781,0.6617,0.6718,543
1998.03.29,0:00,0.6699,0.6713,0.6525,0.6565,631
1998.04.05,0:00,0.6563,0.6632,0.6525,0.6566,570
1998.04.12,0:00,0.6567,0.6582,0.645,0.6507,533
1998.04.19,0:00,0.6452,0.6557,0.6448,0.6511,442
1998.04.26,0:00,0.6499,0.6546,0.6423,0.6488,490
1998.05.03,0:00,0.6479,0.649,0.6337,0.6353,492
1998.05.10,0:00,0.6329,0.639,0.6228,0.6276,636
1998.05.17,0:00,0.6258,0.6347,0.6169,0.6273,624
1998.05.24,0:00,0.6259,0.628,0.6158,0.6232,492
1998.05.31,0:00,0.6233,0.6246,0.5995,0.6027,770
1998.06.07,0:00,0.6025,0.6068,0.581,0.5889,982
1998.06.14,0:00,0.5873,0.6288,0.5795,0.614,1315
1998.06.21,0:00,0.6098,0.6147,0.5995,0.6024,832
1998.06.28,0:00,0.5995,0.625,0.5987,0.6185,794
1998.07.05,0:00,0.6135,0.6227,0.6113,0.6165,484
1998.07.12,0:00,0.6092,0.6341,0.6025,0.6255,841
1998.07.19,0:00,0.6262,0.632,0.615,0.6169,624
1998.07.26,0:00,0.616,0.6177,0.6053,0.6065,599
1998.08.02,0:00,0.6065,0.6116,0.5985,0.6002,523
1998.08.09,0:00,0.6,0.6018,0.5901,0.5938,631
1998.08.16,0:00,0.593,0.6,0.58,0.5835,680
1998.08.23,0:00,0.5821,0.583,0.549,0.567,882
1998.08.30,0:00,0.5673,0.592,0.5652,0.589,966
1998.09.06,0:00,0.5872,0.6043,0.581,0.5985,844
1998.09.13,0:00,0.5955,0.6,0.585,0.5873,777
1998.09.20,0:00,0.5862,0.5931,0.575,0.5862,595
1998.09.27,0:00,0.5868,0.6004,0.5833,0.5962,721
1998.10.04,0:00,0.5966,0.6255,0.5813,0.6145,1392
1998.10.11,0:00,0.6147,0.6423,0.6147,0.6346,834
1998.10.18,0:00,0.633,0.636,0.6165,0.6188,774
1998.10.25,0:00,0.6189,0.6275,0.6115,0.6236,629
1998.11.01,0:00,0.625,0.6363,0.621,0.6358,521
1998.11.08,0:00,0.6346,0.6405,0.6217,0.6369,768
1998.11.15,0:00,0.6385,0.6484,0.6293,0.6428,744
1998.11.22,0:00,0.6403,0.6455,0.6323,0.6336,501
1998.11.29,0:00,0.6336,0.6385,0.6155,0.6172,698
1998.12.06,0:00,0.618,0.6265,0.6095,0.621,642
1998.12.13,0:00,0.6198,0.6271,0.6158,0.6199,624
1998.12.20,0:00,0.619,0.622,0.6085,0.6098,492
1998.12.27,0:00,0.609,0.616,0.606,0.6116,461
1999.01.03,0:00,0.6116,0.6375,0.6116,0.635,627
1999.01.10,0:00,0.6343,0.6445,0.628,0.6343,790
1999.01.17,0:00,0.6342,0.6462,0.6315,0.633,630
1999.01.24,0:00,0.6331,0.6343,0.623,0.6305,517
1999.01.31,0:00,0.6313,0.6545,0.6305,0.6512,631
1999.02.07,0:00,0.6515,0.6555,0.639,0.647,661
1999.02.14,0:00,0.647,0.6505,0.6314,0.6408,593
1999.02.21,0:00,0.6409,0.642,0.6173,0.6191,660
1999.02.28,0:00,0.6185,0.63,0.6161,0.6285,582
1999.03.07,0:00,0.628,0.6395,0.6258,0.6364,551
1999.03.14,0:00,0.6352,0.6358,0.6233,0.6308,451
1999.03.21,0:00,0.6304,0.6426,0.6295,0.6355,511
1999.03.28,0:00,0.634,0.638,0.6255,0.6346,510
1999.04.04,0:00,0.634,0.636,0.6225,0.6312,466
1999.04.11,0:00,0.6325,0.6493,0.6322,0.6474,582
1999.04.18,0:00,0.6464,0.6575,0.6447,0.6517,546
1999.04.25,0:00,0.6517,0.6635,0.6454,0.6615,564
1999.05.02,0:00,0.6602,0.6748,0.6574,0.6724,665
1999.05.09,0:00,0.6705,0.6753,0.663,0.6643,650
1999.05.16,0:00,0.6622,0.6745,0.657,0.6578,659
1999.05.23,0:00,0.6574,0.6615,0.646,0.6525,644
1999.05.30,0:00,0.6532,0.6602,0.6403,0.6592,599
1999.06.06,0:00,0.657,0.6666,0.6548,0.6658,645
1999.06.13,0:00,0.664,0.6657,0.6499,0.6525,477
1999.06.20,0:00,0.6528,0.6656,0.6481,0.6618,483
1999.06.27,0:00,0.6615,0.6712,0.654,0.6685,589
1999.07.04,0:00,0.6679,0.6727,0.6605,0.6663,688
1999.07.11,0:00,0.6652,0.6672,0.6568,0.6608,524
1999.07.18,0:00,0.6606,0.6617,0.6415,0.6485,695
1999.07.25,0:00,0.6503,0.6545,0.642,0.6517,516
1999.08.01,0:00,0.6505,0.6604,0.6468,0.6534,426
1999.08.08,0:00,0.6502,0.655,0.6454,0.6525,493
1999.08.15,0:00,0.6533,0.655,0.633,0.636,652
1999.08.22,0:00,0.6388,0.6413,0.629,0.6319,541
1999.08.29,0:00,0.63,0.6475,0.6282,0.6469,504
1999.09.05,0:00,0.645,0.655,0.6418,0.6515,470
1999.09.12,0:00,0.6512,0.659,0.645,0.6468,544
1999.09.19,0:00,0.6465,0.6542,0.6404,0.6509,564
1999.09.26,0:00,0.653,0.66,0.6482,0.6561,623
1999.10.03,0:00,0.6558,0.667,0.6532,0.6548,485
1999.10.10,0:00,0.6535,0.6592,0.6455,0.6477,657
1999.10.17,0:00,0.6444,0.652,0.6413,0.6491,433
1999.10.24,0:00,0.6488,0.6542,0.6358,0.6392,532
1999.10.31,0:00,0.6385,0.6457,0.634,0.6395,531
1999.11.07,0:00,0.6389,0.646,0.6358,0.6454,400
1999.11.14,0:00,0.6471,0.6478,0.6368,0.64,394
1999.11.21,0:00,0.6393,0.64,0.6306,0.6351,478
1999.11.28,0:00,0.6336,0.64,0.6295,0.6325,511
1999.12.05,0:00,0.6329,0.6417,0.6303,0.6353,464
1999.12.12,0:00,0.6353,0.6467,0.6317,0.643,495
1999.12.19,0:00,0.6428,0.6474,0.6405,0.6435,391
1999.12.26,0:00,0.6434,0.658,0.6419,0.6575,397
2000.01.02,0:00,0.6561,0.662,0.6518,0.655,527
2000.01.09,0:00,0.6548,0.6697,0.6523,0.6662,459
2000.01.16,0:00,0.6647,0.6682,0.6613,0.6626,442
2000.01.23,0:00,0.6589,0.66,0.6225,0.6351,902
2000.01.30,0:00,0.6388,0.6415,0.6283,0.6387,818
2000.02.06,0:00,0.6379,0.6435,0.6261,0.632,679
2000.02.13,0:00,0.6316,0.636,0.6236,0.6295,556
2000.02.20,0:00,0.6286,0.63,0.613,0.6151,599
2000.02.27,0:00,0.6165,0.6195,0.6023,0.6085,669
2000.03.05,0:00,0.6082,0.617,0.6005,0.6149,510
2000.03.12,0:00,0.6125,0.6199,0.6048,0.607,580
2000.03.19,0:00,0.6067,0.6116,0.6015,0.608,400
2000.03.26,0:00,0.6105,0.617,0.6019,0.608,615
2000.04.02,0:00,0.6067,0.6105,0.5958,0.599,561
2000.04.09,0:00,0.5969,0.6008,0.5935,0.598,456
2000.04.16,0:00,0.6026,0.6046,0.5885,0.595,536
2000.04.23,0:00,0.592,0.5975,0.5825,0.5838,496
2000.04.30,0:00,0.5848,0.598,0.5785,0.5965,598
2000.05.07,0:00,0.5959,0.5975,0.5745,0.58,744
2000.05.14,0:00,0.5821,0.5828,0.5645,0.5742,741
2000.05.21,0:00,0.572,0.5786,0.5664,0.575,616
2000.05.28,0:00,0.574,0.5829,0.5686,0.5802,678
2000.06.04,0:00,0.5815,0.5941,0.5775,0.5875,677
2000.06.11,0:00,0.586,0.6096,0.5855,0.6063,658
2000.06.18,0:00,0.6055,0.6078,0.5935,0.595,545
2000.06.25,0:00,0.5943,0.6054,0.5913,0.5953,509
2000.07.02,0:00,0.5971,0.6021,0.586,0.5926,484
2000.07.09,0:00,0.5912,0.5961,0.582,0.5844,529
2000.07.16,0:00,0.5839,0.5897,0.5745,0.5867,605
2000.07.23,0:00,0.585,0.594,0.5823,0.5882,620
2000.07.30,0:00,0.587,0.5878,0.5756,0.5866,629
2000.08.06,0:00,0.5864,0.5895,0.5763,0.5788,511
2000.08.13,0:00,0.579,0.595,0.5768,0.5905,509
2000.08.20,0:00,0.5907,0.5918,0.5665,0.5745,637
2000.08.27,0:00,0.573,0.5797,0.568,0.5771,621
2000.09.03,0:00,0.5763,0.5788,0.5525,0.5555,672
2000.09.10,0:00,0.5564,0.563,0.544,0.5447,605
2000.09.17,0:00,0.5452,0.5605,0.536,0.5445,807
2000.09.24,0:00,0.549,0.5525,0.5384,0.543,635
2000.10.01,0:00,0.5427,0.5485,0.5285,0.5337,625
2000.10.08,0:00,0.5337,0.538,0.5263,0.5275,539
2000.10.15,0:00,0.5281,0.5305,0.5153,0.5298,641
2000.10.22,0:00,0.5314,0.5325,0.5144,0.5237,714
2000.10.29,0:00,0.5224,0.5345,0.5115,0.5265,1026
2000.11.05,0:00,0.527,0.5331,0.518,0.5196,609
2000.11.12,0:00,0.5191,0.5245,0.5175,0.519,434
2000.11.19,0:00,0.5187,0.5291,0.5067,0.5237,776
2000.11.26,0:00,0.521,0.5402,0.5186,0.5377,684
2000.12.03,0:00,0.537,0.552,0.5366,0.5484,614
2000.12.10,0:00,0.5442,0.5483,0.537,0.5457,517
2000.12.17,0:00,0.5436,0.5584,0.5396,0.5567,535
2000.12.24,0:00,0.5565,0.5602,0.5515,0.559,456
2000.12.31,0:00,0.5584,0.573,0.5543,0.5715,528
2001.01.07,0:00,0.5712,0.5727,0.552,0.5568,721
2001.01.14,0:00,0.5566,0.5631,0.549,0.5565,647
2001.01.21,0:00,0.5552,0.5584,0.541,0.5448,642
2001.01.28,0:00,0.543,0.5572,0.5405,0.5533,583
2001.02.04,0:00,0.5503,0.5539,0.532,0.5367,599
2001.02.11,0:00,0.5374,0.5404,0.5228,0.529,512
2001.02.18,0:00,0.5293,0.5316,0.5203,0.5273,591
2001.02.25,0:00,0.5264,0.5308,0.5207,0.5305,457
2001.03.04,0:00,0.5288,0.5298,0.5061,0.5091,671
2001.03.11,0:00,0.5087,0.5119,0.49,0.4943,576
2001.03.18,0:00,0.4948,0.5048,0.489,0.4964,657
2001.03.25,0:00,0.4941,0.5021,0.4847,0.486,700
2001.04.01,0:00,0.4858,0.4996,0.4773,0.4988,703
2001.04.08,0:00,0.4991,0.5109,0.4904,0.508,451
2001.04.15,0:00,0.5074,0.5197,0.4922,0.5152,883
2001.04.22,0:00,0.5135,0.5202,0.501,0.5098,830
2001.04.29,0:00,0.508,0.5243,0.5061,0.5195,607
2001.05.06,0:00,0.5196,0.5273,0.5146,0.522,536
2001.05.13,0:00,0.5207,0.5305,0.515,0.5302,556
2001.05.20,0:00,0.5293,0.5323,0.508,0.5207,646
2001.05.27,0:00,0.5199,0.5221,0.5027,0.5088,619
2001.06.03,0:00,0.5081,0.526,0.5042,0.526,577
2001.06.10,0:00,0.5246,0.5303,0.5199,0.5248,567
2001.06.17,0:00,0.5236,0.5278,0.5145,0.5161,515
2001.06.24,0:00,0.5168,0.523,0.5043,0.511,539
2001.07.01,0:00,0.5108,0.5204,0.5036,0.5093,566
2001.07.08,0:00,0.5084,0.5139,0.5009,0.5083,557
2001.07.15,0:00,0.5104,0.5192,0.5038,0.506,553
2001.07.22,0:00,0.5059,0.5124,0.5035,0.5087,421
2001.07.29,0:00,0.5081,0.5217,0.5018,0.5168,457
2001.08.05,0:00,0.5164,0.5208,0.5086,0.5129,21780
2001.08.12,0:00,0.5134,0.5383,0.5129,0.5357,22539
2001.08.19,0:00,0.5365,0.5399,0.5283,0.5346,19758
2001.08.26,0:00,0.534,0.5356,0.5247,0.5294,16823
2001.09.02,0:00,0.5284,0.5291,0.5157,0.5195,16876
2001.09.09,0:00,0.5184,0.5242,0.511,0.515,16750
2001.09.16,0:00,0.5167,0.5172,0.4815,0.4849,19121
2001.09.23,0:00,0.4859,0.4984,0.4815,0.4913,18555
2001.09.30,0:00,0.4926,0.5086,0.4895,0.5069,16930
2001.10.07,0:00,0.5078,0.5089,0.4961,0.5058,18449
2001.10.14,0:00,0.5115,0.5177,0.5048,0.5092,18542
2001.10.21,0:00,0.5089,0.5115,0.5004,0.5024,14111
2001.10.28,0:00,0.5014,0.5135,0.4996,0.5088,16755
2001.11.04,0:00,0.5076,0.5181,0.5057,0.5149,15525
2001.11.11,0:00,0.5189,0.5254,0.5151,0.5222,17991
2001.11.18,0:00,0.5232,0.5239,0.5142,0.518,16899
2001.11.25,0:00,0.5177,0.5245,0.516,0.5218,15742
2001.12.02,0:00,0.5207,0.5227,0.5124,0.5181,13865
2001.12.09,0:00,0.5148,0.5217,0.5132,0.5178,11930
2001.12.16,0:00,0.5193,0.5202,0.5037,0.5087,14879
2001.12.23,0:00,0.5094,0.5124,0.5053,0.5106,7315
2001.12.30,0:00,0.5113,0.5219,0.508,0.521,10368
2002.01.06,0:00,0.5204,0.5278,0.5168,0.52,15422
2002.01.13,0:00,0.5185,0.5204,0.5114,0.5143,2658
2002.01.20,0:00,0.5147,0.5224,0.5138,0.5167,10236
2002.01.27,0:00,0.5166,0.5182,0.5048,0.5094,12528
2002.02.03,0:00,0.5091,0.5131,0.5051,0.5113,9787
2002.02.10,0:00,0.511,0.5193,0.5066,0.5171,9653
2002.02.17,0:00,0.5172,0.52,0.5111,0.5127,10444
2002.02.24,0:00,0.5134,0.5208,0.511,0.5194,13466
2002.03.03,0:00,0.5208,0.5272,0.5181,0.5231,12784
2002.03.10,0:00,0.5218,0.5266,0.518,0.5259,9770
2002.03.17,0:00,0.5259,0.5341,0.5211,0.5307,13117
2002.03.24,0:00,0.5306,0.5362,0.5262,0.5333,12010
2002.03.31,0:00,0.5332,0.5366,0.5282,0.5306,12442
2002.04.07,0:00,0.5291,0.5373,0.5253,0.5343,12435
2002.04.14,0:00,0.5338,0.5419,0.5297,0.5404,28051
2002.04.21,0:00,0.5397,0.5463,0.5368,0.5437,29245
2002.04.28,0:00,0.5438,0.5455,0.5337,0.5394,34476
2002.05.05,0:00,0.5408,0.5459,0.5375,0.545,27207
2002.05.12,0:00,0.5439,0.5538,0.5432,0.5526,34556
2002.05.19,0:00,0.5526,0.5618,0.5503,0.5565,39676
2002.05.26,0:00,0.5558,0.5704,0.555,0.5674,26953
2002.06.02,0:00,0.5675,0.5783,0.5663,0.5734,27090
2002.06.09,0:00,0.5713,0.5728,0.5572,0.5604,47282
2002.06.16,0:00,0.5608,0.5755,0.5551,0.5749,46202
2002.06.23,0:00,0.5743,0.5804,0.558,0.5636,61990
2002.06.30,0:00,0.563,0.565,0.5535,0.5575,47670
2002.07.07,0:00,0.5571,0.5717,0.5548,0.5588,51011
2002.07.14,0:00,0.5597,0.5652,0.5493,0.5565,49000
2002.07.21,0:00,0.557,0.5574,0.5343,0.5363,59518
2002.07.28,0:00,0.536,0.5487,0.535,0.5393,51872
2002.08.04,0:00,0.5388,0.5401,0.5228,0.5359,64211
2002.08.11,0:00,0.5356,0.5475,0.5336,0.5462,48794
2002.08.18,0:00,0.5457,0.5475,0.5385,0.5432,44991
2002.08.25,0:00,0.5437,0.5551,0.5421,0.5508,14978
2002.09.01,0:00,0.5501,0.5531,0.5393,0.5474,49257
2002.09.08,0:00,0.5476,0.5542,0.5448,0.5502,51748
2002.09.15,0:00,0.5499,0.5528,0.5433,0.5462,53576
2002.09.22,0:00,0.5458,0.5487,0.5412,0.5438,53436
2002.09.29,0:00,0.5435,0.5482,0.5399,0.5464,16746
2002.10.06,0:00,0.5464,0.5512,0.5456,0.5496,18030
2002.10.13,0:00,0.5477,0.5534,0.5448,0.5502,17790
2002.10.20,0:00,0.5502,0.5571,0.5491,0.5557,18941
2002.10.27,0:00,0.5559,0.56,0.5511,0.5594,16303
2002.11.03,0:00,0.5597,0.5681,0.5593,0.5646,17785
2002.11.10,0:00,0.5637,0.5663,0.5579,0.5637,17231
2002.11.17,0:00,0.5636,0.5653,0.5564,0.5637,20222
2002.11.24,0:00,0.5646,0.5651,0.5544,0.5608,16424
2002.12.01,0:00,0.5608,0.5628,0.5561,0.5611,17835
2002.12.08,0:00,0.5631,0.5688,0.5583,0.5651,19037
2002.12.15,0:00,0.565,0.5696,0.5597,0.5626,18185
2002.12.22,0:00,0.5638,0.5652,0.5601,0.5612,11883
2002.12.29,0:00,0.5619,0.5682,0.5596,0.5677,13166
2003.01.05,0:00,0.5672,0.5845,0.5669,0.5833,20562
2003.01.12,0:00,0.5827,0.5933,0.5806,0.592,18957
2003.01.19,0:00,0.5911,0.5939,0.5844,0.5921,12265
2003.01.26,0:00,0.5915,0.5947,0.5854,0.5872,12360
2003.02.02,0:00,0.586,0.5938,0.5824,0.5899,11480
2003.02.09,0:00,0.5903,0.5975,0.5866,0.5922,16876
2003.02.16,0:00,0.5912,0.6,0.5882,0.5976,17191
2003.02.23,0:00,0.5975,0.6094,0.5957,0.6089,18702
2003.03.02,0:00,0.6079,0.6185,0.6058,0.6133,21296
2003.03.09,0:00,0.6128,0.6171,0.5892,0.5978,23778
2003.03.16,0:00,0.5981,0.6029,0.5879,0.5911,21762
2003.03.23,0:00,0.5927,0.6022,0.592,0.6002,18813
2003.03.30,0:00,0.6,0.6067,0.5953,0.6009,20433
2003.04.06,0:00,0.5997,0.6082,0.5926,0.6057,19644
2003.04.13,0:00,0.6049,0.6172,0.6013,0.6146,16094
2003.04.20,0:00,0.6145,0.6234,0.6125,0.6166,18488
2003.04.27,0:00,0.616,0.6346,0.6146,0.6318,19278
2003.05.04,0:00,0.6301,0.6475,0.6292,0.6467,20251
2003.05.11,0:00,0.6463,0.6539,0.6372,0.6533,20175
2003.05.18,0:00,0.6583,0.6619,0.6522,0.6603,21071
2003.05.25,0:00,0.6596,0.6628,0.6428,0.6527,23786
2003.06.01,0:00,0.6502,0.6712,0.648,0.6584,25299
2003.06.08,0:00,0.6591,0.6691,0.654,0.6686,20820
2003.06.15,0:00,0.6684,0.6741,0.6647,0.6685,22364
2003.06.22,0:00,0.6677,0.6733,0.661,0.6679,22473
2003.06.29,0:00,0.6662,0.6842,0.6653,0.6786,20386
2003.07.06,0:00,0.6791,0.685,0.6486,0.6598,32524
2003.07.13,0:00,0.6572,0.6618,0.644,0.6482,27619
2003.07.20,0:00,0.647,0.6669,0.6458,0.6634,26559
2003.07.27,0:00,0.6624,0.6681,0.6445,0.6516,27869
2003.08.03,0:00,0.6524,0.6542,0.6409,0.6524,27767
2003.08.10,0:00,0.6529,0.6616,0.6503,0.6603,42376
2003.08.17,0:00,0.6606,0.6626,0.647,0.6525,47633
2003.08.24,0:00,0.6513,0.6539,0.6353,0.6472,42787
2003.08.31,0:00,0.6471,0.6488,0.6339,0.6488,14284
2003.09.07,0:00,0.649,0.665,0.6448,0.6634,11878
2003.09.14,0:00,0.6637,0.6739,0.6586,0.6727,12954
2003.09.21,0:00,0.6776,0.6839,0.6734,0.6738,15398
2003.09.28,0:00,0.6758,0.6882,0.6681,0.6791,19701
2003.10.05,0:00,0.6788,0.696,0.6759,0.6916,18472
2003.10.12,0:00,0.6927,0.6945,0.6824,0.6926,20056
2003.10.19,0:00,0.6939,0.7077,0.6891,0.6992,17096
2003.10.26,0:00,0.6994,0.711,0.6991,0.7084,18032
2003.11.02,0:00,0.7075,0.7127,0.6942,0.7097,22243
2003.11.09,0:00,0.7104,0.7227,0.7095,0.7208,16201
2003.11.16,0:00,0.7205,0.7269,0.7093,0.7238,18057
2003.11.23,0:00,0.7227,0.726,0.7154,0.7244,12323
2003.11.30,0:00,0.7243,0.7387,0.7231,0.7368,15265
2003.12.07,0:00,0.7365,0.7438,0.7331,0.7419,16065
2003.12.14,0:00,0.7369,0.7458,0.7345,0.736,17280
2003.12.21,0:00,0.7365,0.7448,0.7311,0.7409,11681
2003.12.28,0:00,0.7414,0.7594,0.7406,0.7581,10104
2004.01.04,0:00,0.7594,0.7786,0.7589,0.7768,19565
2004.01.11,0:00,0.7773,0.7816,0.761,0.7637,22156
2004.01.18,0:00,0.7632,0.7799,0.7529,0.7712,24044
2004.01.25,0:00,0.7715,0.7816,0.7542,0.7642,39406
2004.02.01,0:00,0.7643,0.7714,0.7557,0.771,29881
2004.02.08,0:00,0.7663,0.795,0.7651,0.7898,23975
2004.02.15,0:00,0.7895,0.8008,0.7641,0.7711,26841
2004.02.22,0:00,0.7701,0.782,0.7651,0.7737,27082
2004.02.29,0:00,0.7728,0.7776,0.7401,0.7594,26632
2004.03.07,0:00,0.7585,0.7661,0.7252,0.7335,29941
2004.03.14,0:00,0.7306,0.7552,0.7289,0.7491,23449
2004.03.21,0:00,0.7478,0.7561,0.737,0.747,23025
2004.03.28,0:00,0.7458,0.7694,0.7433,0.7571,19870
2004.04.04,0:00,0.756,0.7697,0.751,0.7634,17466
2004.04.11,0:00,0.7627,0.7692,0.7296,0.744,21749
2004.04.18,0:00,0.7458,0.7516,0.7232,0.7339,22602
