Date,Price,Before_1Days,Before_2Days,Before_3Days,Before_4Days,Before_5Days,Before_6Days,Before_7Days,Before_8Days,Before_9Days,Before_10Days,Before_11Days,Before_12Days,Before_13Days,Before_14Days,Before_15Days,Before_16Days,Before_17Days,Before_18Days,Before_19Days,Before_20Days,Before_21Days,Before_22Days,Before_23Days,Before_24Days,Before_25Days,Before_26Days,Before_27Days,Before_28Days,Before_29Days,Before_30Days
2017.01.01,0.013458333,0.003652179,-0.016856704,-0.02039282,-0.001086257,0.00310747,0.013635682,-0.028353008,-0.016137652,0.009859674,-0.00098631,-0.001431385,0.003822832,-0.009376061,0.004723294,0.017406626,-0.00606334,-0.004372408,0.001388944,-0.008498918,-0.003072699,0.004175311,0.001894288,0.018502887,-0.013716551,0.000290801,0.009056473,0.004663254,0.009673797,0.001979258,0.73765
2016.12.25,0.003652179,-0.016856704,-0.02039282,-0.001086257,0.00310747,0.013635682,-0.028353008,-0.016137652,0.009859674,-0.00098631,-0.001431385,0.003822832,-0.009376061,0.004723294,0.017406626,-0.00606334,-0.004372408,0.001388944,-0.008498918,-0.003072699,0.004175311,0.001894288,0.018502887,-0.013716551,0.000290801,0.009056473,0.004663254,0.009673797,0.001979258,0.001738257,0.73637
2016.12.18,-0.016856704,-0.02039282,-0.001086257,0.00310747,0.013635682,-0.028353008,-0.016137652,0.009859674,-0.00098631,-0.001431385,0.003822832,-0.009376061,0.004723294,0.017406626,-0.00606334,-0.004372408,0.001388944,-0.008498918,-0.003072699,0.004175311,0.001894288,0.018502887,-0.013716551,0.000290801,0.009056473,0.004663254,0.009673797,0.001979258,0.001738257,0.02529936,0.7182
2016.12.11,-0.02039282,-0.001086257,0.00310747,0.013635682,-0.028353008,-0.016137652,0.009859674,-0.00098631,-0.001431385,0.003822832,-0.009376061,0.004723294,0.017406626,-0.00606334,-0.004372408,0.001388944,-0.008498918,-0.003072699,0.004175311,0.001894288,0.018502887,-0.013716551,0.000290801,0.009056473,0.004663254,0.009673797,0.001979258,0.001738257,0.02529936,-0.00538714,0.72209
2016.12.04,-0.001086257,0.00310747,0.013635682,-0.028353008,-0.016137652,0.009859674,-0.00098631,-0.001431385,0.003822832,-0.009376061,0.004723294,0.017406626,-0.00606334,-0.004372408,0.001388944,-0.008498918,-0.003072699,0.004175311,0.001894288,0.018502887,-0.013716551,0.000290801,0.009056473,0.004663254,0.009673797,0.001979258,0.001738257,0.02529936,-0.00538714,-0.006371092,0.72672
2016.11.27,0.00310747,0.013635682,-0.028353008,-0.016137652,0.009859674,-0.00098631,-0.001431385,0.003822832,-0.009376061,0.004723294,0.017406626,-0.00606334,-0.004372408,0.001388944,-0.008498918,-0.003072699,0.004175311,0.001894288,0.018502887,-0.013716551,0.000290801,0.009056473,0.004663254,0.009673797,0.001979258,0.001738257,0.02529936,-0.00538714,-0.006371092,-0.01314503,0.7364
2016.11.20,0.013635682,-0.028353008,-0.016137652,0.009859674,-0.00098631,-0.001431385,0.003822832,-0.009376061,0.004723294,0.017406626,-0.00606334,-0.004372408,0.001388944,-0.008498918,-0.003072699,0.004175311,0.001894288,0.018502887,-0.013716551,0.000290801,0.009056473,0.004663254,0.009673797,0.001979258,0.001738257,0.02529936,-0.00538714,-0.006371092,-0.01314503,-0.031982438,0.76073
2016.11.13,-0.028353008,-0.016137652,0.009859674,-0.00098631,-0.001431385,0.003822832,-0.009376061,0.004723294,0.017406626,-0.00606334,-0.004372408,0.001388944,-0.008498918,-0.003072699,0.004175311,0.001894288,0.018502887,-0.013716551,0.000290801,0.009056473,0.004663254,0.009673797,0.001979258,0.001738257,0.02529936,-0.00538714,-0.006371092,-0.01314503,-0.031982438,-0.013192373,0.7709
2016.11.06,-0.016137652,0.009859674,-0.00098631,-0.001431385,0.003822832,-0.009376061,0.004723294,0.017406626,-0.00606334,-0.004372408,0.001388944,-0.008498918,-0.003072699,0.004175311,0.001894288,0.018502887,-0.013716551,0.000290801,0.009056473,0.004663254,0.009673797,0.001979258,0.001738257,0.02529936,-0.00538714,-0.006371092,-0.01314503,-0.031982438,-0.013192373,-0.001825692,0.77231
2016.10.30,0.009859674,-0.00098631,-0.001431385,0.003822832,-0.009376061,0.004723294,0.017406626,-0.00606334,-0.004372408,0.001388944,-0.008498918,-0.003072699,0.004175311,0.001894288,0.018502887,-0.013716551,0.000290801,0.009056473,0.004663254,0.009673797,0.001979258,0.001738257,0.02529936,-0.00538714,-0.006371092,-0.01314503,-0.031982438,-0.013192373,-0.001825692,0.022805229,0.75509
