Date,Price,Before_1Days,Before_2Days,Before_3Days,Before_4Days,Before_5Days,Before_6Days,Before_7Days,Before_8Days,Before_9Days,Before_10Days,Before_11Days,Before_12Days,Before_13Days,Before_14Days,Before_15Days,Before_16Days,Before_17Days,Before_18Days,Before_19Days,Before_20Days,Before_21Days,Before_22Days,Before_23Days,Before_24Days,Before_25Days,Before_26Days,Before_27Days,Before_28Days,Before_29Days
2017.01.01,0.013458333,0.003652179,-0.016856704,-0.02039282,-0.001086257,0.00310747,0.013635682,-0.028353008,-0.016137652,0.009859674,-0.00098631,-0.001431385,0.003822832,-0.009376061,0.004723294,0.017406626,-0.00606334,-0.004372408,0.001388944,-0.008498918,-0.003072699,0.004175311,0.001894288,0.018502887,-0.013716551,0.000290801,0.009056473,0.004663254,0.009673797,0.001979258
2016.12.25,0.003652179,-0.016856704,-0.02039282,-0.001086257,0.00310747,0.013635682,-0.028353008,-0.016137652,0.009859674,-0.00098631,-0.001431385,0.003822832,-0.009376061,0.004723294,0.017406626,-0.00606334,-0.004372408,0.001388944,-0.008498918,-0.003072699,0.004175311,0.001894288,0.018502887,-0.013716551,0.000290801,0.009056473,0.004663254,0.009673797,0.001979258,0.001738257
2016.12.18,-0.016856704,-0.02039282,-0.001086257,0.00310747,0.013635682,-0.028353008,-0.016137652,0.009859674,-0.00098631,-0.001431385,0.003822832,-0.009376061,0.004723294,0.017406626,-0.00606334,-0.004372408,0.001388944,-0.008498918,-0.003072699,0.004175311,0.001894288,0.018502887,-0.013716551,0.000290801,0.009056473,0.004663254,0.009673797,0.001979258,0.001738257,0.02529936
2016.12.11,-0.02039282,-0.001086257,0.00310747,0.013635682,-0.028353008,-0.016137652,0.009859674,-0.00098631,-0.001431385,0.003822832,-0.009376061,0.004723294,0.017406626,-0.00606334,-0.004372408,0.001388944,-0.008498918,-0.003072699,0.004175311,0.001894288,0.018502887,-0.013716551,0.000290801,0.009056473,0.004663254,0.009673797,0.001979258,0.001738257,0.02529936,-0.00538714
2016.12.04,-0.001086257,0.00310747,0.013635682,-0.028353008,-0.016137652,0.009859674,-0.00098631,-0.001431385,0.003822832,-0.009376061,0.004723294,0.017406626,-0.00606334,-0.004372408,0.001388944,-0.008498918,-0.003072699,0.004175311,0.001894288,0.018502887,-0.013716551,0.000290801,0.009056473,0.004663254,0.009673797,0.001979258,0.001738257,0.02529936,-0.00538714,-0.006371092
2016.11.27,0.00310747,0.013635682,-0.028353008,-0.016137652,0.009859674,-0.00098631,-0.001431385,0.003822832,-0.009376061,0.004723294,0.017406626,-0.00606334,-0.004372408,0.001388944,-0.008498918,-0.003072699,0.004175311,0.001894288,0.018502887,-0.013716551,0.000290801,0.009056473,0.004663254,0.009673797,0.001979258,0.001738257,0.02529936,-0.00538714,-0.006371092,-0.01314503
2016.11.20,0.013635682,-0.028353008,-0.016137652,0.009859674,-0.00098631,-0.001431385,0.003822832,-0.009376061,0.004723294,0.017406626,-0.00606334,-0.004372408,0.001388944,-0.008498918,-0.003072699,0.004175311,0.001894288,0.018502887,-0.013716551,0.000290801,0.009056473,0.004663254,0.009673797,0.001979258,0.001738257,0.02529936,-0.00538714,-0.006371092,-0.01314503,-0.031982438
2016.11.13,-0.028353008,-0.016137652,0.009859674,-0.00098631,-0.001431385,0.003822832,-0.009376061,0.004723294,0.017406626,-0.00606334,-0.004372408,0.001388944,-0.008498918,-0.003072699,0.004175311,0.001894288,0.018502887,-0.013716551,0.000290801,0.009056473,0.004663254,0.009673797,0.001979258,0.001738257,0.02529936,-0.00538714,-0.006371092,-0.01314503,-0.031982438,-0.013192373
2016.11.06,-0.016137652,0.009859674,-0.00098631,-0.001431385,0.003822832,-0.009376061,0.004723294,0.017406626,-0.00606334,-0.004372408,0.001388944,-0.008498918,-0.003072699,0.004175311,0.001894288,0.018502887,-0.013716551,0.000290801,0.009056473,0.004663254,0.009673797,0.001979258,0.001738257,0.02529936,-0.00538714,-0.006371092,-0.01314503,-0.031982438,-0.013192373,-0.001825692
2016.10.30,0.009859674,-0.00098631,-0.001431385,0.003822832,-0.009376061,0.004723294,0.017406626,-0.00606334,-0.004372408,0.001388944,-0.008498918,-0.003072699,0.004175311,0.001894288,0.018502887,-0.013716551,0.000290801,0.009056473,0.004663254,0.009673797,0.001979258,0.001738257,0.02529936,-0.00538714,-0.006371092,-0.01314503,-0.031982438,-0.013192373,-0.001825692,0.022805229
2016.10.23,-0.00098631,-0.001431385,0.003822832,-0.009376061,0.004723294,0.017406626,-0.00606334,-0.004372408,0.001388944,-0.008498918,-0.003072699,0.004175311,0.001894288,0.018502887,-0.013716551,0.000290801,0.009056473,0.004663254,0.009673797,0.001979258,0.001738257,0.02529936,-0.00538714,-0.006371092,-0.01314503,-0.031982438,-0.013192373,-0.001825692,0.022805229,-0.016540981
2016.10.16,-0.001431385,0.003822832,-0.009376061,0.004723294,0.017406626,-0.00606334,-0.004372408,0.001388944,-0.008498918,-0.003072699,0.004175311,0.001894288,0.018502887,-0.013716551,0.000290801,0.009056473,0.004663254,0.009673797,0.001979258,0.001738257,0.02529936,-0.00538714,-0.006371092,-0.01314503,-0.031982438,-0.013192373,-0.001825692,0.022805229,-0.016540981,0.02391113
2016.10.09,0.003822832,-0.009376061,0.004723294,0.017406626,-0.00606334,-0.004372408,0.001388944,-0.008498918,-0.003072699,0.004175311,0.001894288,0.018502887,-0.013716551,0.000290801,0.009056473,0.004663254,0.009673797,0.001979258,0.001738257,0.02529936,-0.00538714,-0.006371092,-0.01314503,-0.031982438,-0.013192373,-0.001825692,0.022805229,-0.016540981,0.02391113,-0.012588554
2016.10.02,-0.009376061,0.004723294,0.017406626,-0.00606334,-0.004372408,0.001388944,-0.008498918,-0.003072699,0.004175311,0.001894288,0.018502887,-0.013716551,0.000290801,0.009056473,0.004663254,0.009673797,0.001979258,0.001738257,0.02529936,-0.00538714,-0.006371092,-0.01314503,-0.031982438,-0.013192373,-0.001825692,0.022805229,-0.016540981,0.02391113,-0.012588554,0.006227475
2016.09.25,0.004723294,0.017406626,-0.00606334,-0.004372408,0.001388944,-0.008498918,-0.003072699,0.004175311,0.001894288,0.018502887,-0.013716551,0.000290801,0.009056473,0.004663254,0.009673797,0.001979258,0.001738257,0.02529936,-0.00538714,-0.006371092,-0.01314503,-0.031982438,-0.013192373,-0.001825692,0.022805229,-0.016540981,0.02391113,-0.012588554,0.006227475,0.015159056
2016.09.18,0.017406626,-0.00606334,-0.004372408,0.001388944,-0.008498918,-0.003072699,0.004175311,0.001894288,0.018502887,-0.013716551,0.000290801,0.009056473,0.004663254,0.009673797,0.001979258,0.001738257,0.02529936,-0.00538714,-0.006371092,-0.01314503,-0.031982438,-0.013192373,-0.001825692,0.022805229,-0.016540981,0.02391113,-0.012588554,0.006227475,0.015159056,0.043585065
2016.09.11,-0.00606334,-0.004372408,0.001388944,-0.008498918,-0.003072699,0.004175311,0.001894288,0.018502887,-0.013716551,0.000290801,0.009056473,0.004663254,0.009673797,0.001979258,0.001738257,0.02529936,-0.00538714,-0.006371092,-0.01314503,-0.031982438,-0.013192373,-0.001825692,0.022805229,-0.016540981,0.02391113,-0.012588554,0.006227475,0.015159056,0.043585065,-0.003162343
2016.09.04,-0.004372408,0.001388944,-0.008498918,-0.003072699,0.004175311,0.001894288,0.018502887,-0.013716551,0.000290801,0.009056473,0.004663254,0.009673797,0.001979258,0.001738257,0.02529936,-0.00538714,-0.006371092,-0.01314503,-0.031982438,-0.013192373,-0.001825692,0.022805229,-0.016540981,0.02391113,-0.012588554,0.006227475,0.015159056,0.043585065,-0.003162343,0.00632243
2016.08.28,0.001388944,-0.008498918,-0.003072699,0.004175311,0.001894288,0.018502887,-0.013716551,0.000290801,0.009056473,0.004663254,0.009673797,0.001979258,0.001738257,0.02529936,-0.00538714,-0.006371092,-0.01314503,-0.031982438,-0.013192373,-0.001825692,0.022805229,-0.016540981,0.02391113,-0.012588554,0.006227475,0.015159056,0.043585065,-0.003162343,0.00632243,0.004739538
2016.08.21,-0.008498918,-0.003072699,0.004175311,0.001894288,0.018502887,-0.013716551,0.000290801,0.009056473,0.004663254,0.009673797,0.001979258,0.001738257,0.02529936,-0.00538714,-0.006371092,-0.01314503,-0.031982438,-0.013192373,-0.001825692,0.022805229,-0.016540981,0.02391113,-0.012588554,0.006227475,0.015159056,0.043585065,-0.003162343,0.00632243,0.004739538,-0.001948602
2016.08.14,-0.003072699,0.004175311,0.001894288,0.018502887,-0.013716551,0.000290801,0.009056473,0.004663254,0.009673797,0.001979258,0.001738257,0.02529936,-0.00538714,-0.006371092,-0.01314503,-0.031982438,-0.013192373,-0.001825692,0.022805229,-0.016540981,0.02391113,-0.012588554,0.006227475,0.015159056,0.043585065,-0.003162343,0.00632243,0.004739538,-0.001948602,0.010934422
2016.08.07,0.004175311,0.001894288,0.018502887,-0.013716551,0.000290801,0.009056473,0.004663254,0.009673797,0.001979258,0.001738257,0.02529936,-0.00538714,-0.006371092,-0.01314503,-0.031982438,-0.013192373,-0.001825692,0.022805229,-0.016540981,0.02391113,-0.012588554,0.006227475,0.015159056,0.043585065,-0.003162343,0.00632243,0.004739538,-0.001948602,0.010934422,0.021895468
2016.07.31,0.001894288,0.018502887,-0.013716551,0.000290801,0.009056473,0.004663254,0.009673797,0.001979258,0.001738257,0.02529936,-0.00538714,-0.006371092,-0.01314503,-0.031982438,-0.013192373,-0.001825692,0.022805229,-0.016540981,0.02391113,-0.012588554,0.006227475,0.015159056,0.043585065,-0.003162343,0.00632243,0.004739538,-0.001948602,0.010934422,0.021895468,-0.013739426
2016.07.24,0.018502887,-0.013716551,0.000290801,0.009056473,0.004663254,0.009673797,0.001979258,0.001738257,0.02529936,-0.00538714,-0.006371092,-0.01314503,-0.031982438,-0.013192373,-0.001825692,0.022805229,-0.016540981,0.02391113,-0.012588554,0.006227475,0.015159056,0.043585065,-0.003162343,0.00632243,0.004739538,-0.001948602,0.010934422,0.021895468,-0.013739426,-0.046280924
2016.07.17,-0.013716551,0.000290801,0.009056473,0.004663254,0.009673797,0.001979258,0.001738257,0.02529936,-0.00538714,-0.006371092,-0.01314503,-0.031982438,-0.013192373,-0.001825692,0.022805229,-0.016540981,0.02391113,-0.012588554,0.006227475,0.015159056,0.043585065,-0.003162343,0.00632243,0.004739538,-0.001948602,0.010934422,0.021895468,-0.013739426,-0.046280924,0.002600011
2016.07.10,0.000290801,0.009056473,0.004663254,0.009673797,0.001979258,0.001738257,0.02529936,-0.00538714,-0.006371092,-0.01314503,-0.031982438,-0.013192373,-0.001825692,0.022805229,-0.016540981,0.02391113,-0.012588554,0.006227475,0.015159056,0.043585065,-0.003162343,0.00632243,0.004739538,-0.001948602,0.010934422,0.021895468,-0.013739426,-0.046280924,0.002600011,0.013708182
2016.07.03,0.009056473,0.004663254,0.009673797,0.001979258,0.001738257,0.02529936,-0.00538714,-0.006371092,-0.01314503,-0.031982438,-0.013192373,-0.001825692,0.022805229,-0.016540981,0.02391113,-0.012588554,0.006227475,0.015159056,0.043585065,-0.003162343,0.00632243,0.004739538,-0.001948602,0.010934422,0.021895468,-0.013739426,-0.046280924,0.002600011,0.013708182,-0.001837391
2016.06.26,0.004663254,0.009673797,0.001979258,0.001738257,0.02529936,-0.00538714,-0.006371092,-0.01314503,-0.031982438,-0.013192373,-0.001825692,0.022805229,-0.016540981,0.02391113,-0.012588554,0.006227475,0.015159056,0.043585065,-0.003162343,0.00632243,0.004739538,-0.001948602,0.010934422,0.021895468,-0.013739426,-0.046280924,0.002600011,0.013708182,-0.001837391,-0.020892959
2016.06.19,0.009673797,0.001979258,0.001738257,0.02529936,-0.00538714,-0.006371092,-0.01314503,-0.031982438,-0.013192373,-0.001825692,0.022805229,-0.016540981,0.02391113,-0.012588554,0.006227475,0.015159056,0.043585065,-0.003162343,0.00632243,0.004739538,-0.001948602,0.010934422,0.021895468,-0.013739426,-0.046280924,0.002600011,0.013708182,-0.001837391,-0.020892959,0.020557472
2016.06.12,0.001979258,0.001738257,0.02529936,-0.00538714,-0.006371092,-0.01314503,-0.031982438,-0.013192373,-0.001825692,0.022805229,-0.016540981,0.02391113,-0.012588554,0.006227475,0.015159056,0.043585065,-0.003162343,0.00632243,0.004739538,-0.001948602,0.010934422,0.021895468,-0.013739426,-0.046280924,0.002600011,0.013708182,-0.001837391,-0.020892959,0.020557472,-0.006426114
2016.06.05,0.001738257,0.02529936,-0.00538714,-0.006371092,-0.01314503,-0.031982438,-0.013192373,-0.001825692,0.022805229,-0.016540981,0.02391113,-0.012588554,0.006227475,0.015159056,0.043585065,-0.003162343,0.00632243,0.004739538,-0.001948602,0.010934422,0.021895468,-0.013739426,-0.046280924,0.002600011,0.013708182,-0.001837391,-0.020892959,0.020557472,-0.006426114,0.01569277
2016.05.29,0.02529936,-0.00538714,-0.006371092,-0.01314503,-0.031982438,-0.013192373,-0.001825692,0.022805229,-0.016540981,0.02391113,-0.012588554,0.006227475,0.015159056,0.043585065,-0.003162343,0.00632243,0.004739538,-0.001948602,0.010934422,0.021895468,-0.013739426,-0.046280924,0.002600011,0.013708182,-0.001837391,-0.020892959,0.020557472,-0.006426114,0.01569277,0.01210382
2016.05.22,-0.00538714,-0.006371092,-0.01314503,-0.031982438,-0.013192373,-0.001825692,0.022805229,-0.016540981,0.02391113,-0.012588554,0.006227475,0.015159056,0.043585065,-0.003162343,0.00632243,0.004739538,-0.001948602,0.010934422,0.021895468,-0.013739426,-0.046280924,0.002600011,0.013708182,-0.001837391,-0.020892959,0.020557472,-0.006426114,0.01569277,0.01210382,-0.013261001
2016.05.15,-0.006371092,-0.01314503,-0.031982438,-0.013192373,-0.001825692,0.022805229,-0.016540981,0.02391113,-0.012588554,0.006227475,0.015159056,0.043585065,-0.003162343,0.00632243,0.004739538,-0.001948602,0.010934422,0.021895468,-0.013739426,-0.046280924,0.002600011,0.013708182,-0.001837391,-0.020892959,0.020557472,-0.006426114,0.01569277,0.01210382,-0.013261001,-0.010376639
2016.05.08,-0.01314503,-0.031982438,-0.013192373,-0.001825692,0.022805229,-0.016540981,0.02391113,-0.012588554,0.006227475,0.015159056,0.043585065,-0.003162343,0.00632243,0.004739538,-0.001948602,0.010934422,0.021895468,-0.013739426,-0.046280924,0.002600011,0.013708182,-0.001837391,-0.020892959,0.020557472,-0.006426114,0.01569277,0.01210382,-0.013261001,-0.010376639,-0.007886262
2016.05.01,-0.031982438,-0.013192373,-0.001825692,0.022805229,-0.016540981,0.02391113,-0.012588554,0.006227475,0.015159056,0.043585065,-0.003162343,0.00632243,0.004739538,-0.001948602,0.010934422,0.021895468,-0.013739426,-0.046280924,0.002600011,0.013708182,-0.001837391,-0.020892959,0.020557472,-0.006426114,0.01569277,0.01210382,-0.013261001,-0.010376639,-0.007886262,-0.008934295
2016.04.24,-0.013192373,-0.001825692,0.022805229,-0.016540981,0.02391113,-0.012588554,0.006227475,0.015159056,0.043585065,-0.003162343,0.00632243,0.004739538,-0.001948602,0.010934422,0.021895468,-0.013739426,-0.046280924,0.002600011,0.013708182,-0.001837391,-0.020892959,0.020557472,-0.006426114,0.01569277,0.01210382,-0.013261001,-0.010376639,-0.007886262,-0.008934295,0.040343409
2016.04.17,-0.001825692,0.022805229,-0.016540981,0.02391113,-0.012588554,0.006227475,0.015159056,0.043585065,-0.003162343,0.00632243,0.004739538,-0.001948602,0.010934422,0.021895468,-0.013739426,-0.046280924,0.002600011,0.013708182,-0.001837391,-0.020892959,0.020557472,-0.006426114,0.01569277,0.01210382,-0.013261001,-0.010376639,-0.007886262,-0.008934295,0.040343409,0.003231639
2016.04.10,0.022805229,-0.016540981,0.02391113,-0.012588554,0.006227475,0.015159056,0.043585065,-0.003162343,0.00632243,0.004739538,-0.001948602,0.010934422,0.021895468,-0.013739426,-0.046280924,0.002600011,0.013708182,-0.001837391,-0.020892959,0.020557472,-0.006426114,0.01569277,0.01210382,-0.013261001,-0.010376639,-0.007886262,-0.008934295,0.040343409,0.003231639,-0.022052988
2016.04.03,-0.016540981,0.02391113,-0.012588554,0.006227475,0.015159056,0.043585065,-0.003162343,0.00632243,0.004739538,-0.001948602,0.010934422,0.021895468,-0.013739426,-0.046280924,0.002600011,0.013708182,-0.001837391,-0.020892959,0.020557472,-0.006426114,0.01569277,0.01210382,-0.013261001,-0.010376639,-0.007886262,-0.008934295,0.040343409,0.003231639,-0.022052988,0.013189076
2016.03.27,0.02391113,-0.012588554,0.006227475,0.015159056,0.043585065,-0.003162343,0.00632243,0.004739538,-0.001948602,0.010934422,0.021895468,-0.013739426,-0.046280924,0.002600011,0.013708182,-0.001837391,-0.020892959,0.020557472,-0.006426114,0.01569277,0.01210382,-0.013261001,-0.010376639,-0.007886262,-0.008934295,0.040343409,0.003231639,-0.022052988,0.013189076,0.026453341
2016.03.20,-0.012588554,0.006227475,0.015159056,0.043585065,-0.003162343,0.00632243,0.004739538,-0.001948602,0.010934422,0.021895468,-0.013739426,-0.046280924,0.002600011,0.013708182,-0.001837391,-0.020892959,0.020557472,-0.006426114,0.01569277,0.01210382,-0.013261001,-0.010376639,-0.007886262,-0.008934295,0.040343409,0.003231639,-0.022052988,0.013189076,0.026453341,-0.03615887
2016.03.13,0.006227475,0.015159056,0.043585065,-0.003162343,0.00632243,0.004739538,-0.001948602,0.010934422,0.021895468,-0.013739426,-0.046280924,0.002600011,0.013708182,-0.001837391,-0.020892959,0.020557472,-0.006426114,0.01569277,0.01210382,-0.013261001,-0.010376639,-0.007886262,-0.008934295,0.040343409,0.003231639,-0.022052988,0.013189076,0.026453341,-0.03615887,-0.019686709
2016.03.06,0.015159056,0.043585065,-0.003162343,0.00632243,0.004739538,-0.001948602,0.010934422,0.021895468,-0.013739426,-0.046280924,0.002600011,0.013708182,-0.001837391,-0.020892959,0.020557472,-0.006426114,0.01569277,0.01210382,-0.013261001,-0.010376639,-0.007886262,-0.008934295,0.040343409,0.003231639,-0.022052988,0.013189076,0.026453341,-0.03615887,-0.019686709,-0.008504924
2016.02.28,0.043585065,-0.003162343,0.00632243,0.004739538,-0.001948602,0.010934422,0.021895468,-0.013739426,-0.046280924,0.002600011,0.013708182,-0.001837391,-0.020892959,0.020557472,-0.006426114,0.01569277,0.01210382,-0.013261001,-0.010376639,-0.007886262,-0.008934295,0.040343409,0.003231639,-0.022052988,0.013189076,0.026453341,-0.03615887,-0.019686709,-0.008504924,-0.006107179
2016.02.21,-0.003162343,0.00632243,0.004739538,-0.001948602,0.010934422,0.021895468,-0.013739426,-0.046280924,0.002600011,0.013708182,-0.001837391,-0.020892959,0.020557472,-0.006426114,0.01569277,0.01210382,-0.013261001,-0.010376639,-0.007886262,-0.008934295,0.040343409,0.003231639,-0.022052988,0.013189076,0.026453341,-0.03615887,-0.019686709,-0.008504924,-0.006107179,0.01610981
2016.02.14,0.00632243,0.004739538,-0.001948602,0.010934422,0.021895468,-0.013739426,-0.046280924,0.002600011,0.013708182,-0.001837391,-0.020892959,0.020557472,-0.006426114,0.01569277,0.01210382,-0.013261001,-0.010376639,-0.007886262,-0.008934295,0.040343409,0.003231639,-0.022052988,0.013189076,0.026453341,-0.03615887,-0.019686709,-0.008504924,-0.006107179,0.01610981,0.002733516
2016.02.07,0.004739538,-0.001948602,0.010934422,0.021895468,-0.013739426,-0.046280924,0.002600011,0.013708182,-0.001837391,-0.020892959,0.020557472,-0.006426114,0.01569277,0.01210382,-0.013261001,-0.010376639,-0.007886262,-0.008934295,0.040343409,0.003231639,-0.022052988,0.013189076,0.026453341,-0.03615887,-0.019686709,-0.008504924,-0.006107179,0.01610981,0.002733516,-0.012158055
2016.01.31,-0.001948602,0.010934422,0.021895468,-0.013739426,-0.046280924,0.002600011,0.013708182,-0.001837391,-0.020892959,0.020557472,-0.006426114,0.01569277,0.01210382,-0.013261001,-0.010376639,-0.007886262,-0.008934295,0.040343409,0.003231639,-0.022052988,0.013189076,0.026453341,-0.03615887,-0.019686709,-0.008504924,-0.006107179,0.01610981,0.002733516,-0.012158055,-0.008756238
2016.01.24,0.010934422,0.021895468,-0.013739426,-0.046280924,0.002600011,0.013708182,-0.001837391,-0.020892959,0.020557472,-0.006426114,0.01569277,0.01210382,-0.013261001,-0.010376639,-0.007886262,-0.008934295,0.040343409,0.003231639,-0.022052988,0.013189076,0.026453341,-0.03615887,-0.019686709,-0.008504924,-0.006107179,0.01610981,0.002733516,-0.012158055,-0.008756238,-0.010052995
2016.01.17,0.021895468,-0.013739426,-0.046280924,0.002600011,0.013708182,-0.001837391,-0.020892959,0.020557472,-0.006426114,0.01569277,0.01210382,-0.013261001,-0.010376639,-0.007886262,-0.008934295,0.040343409,0.003231639,-0.022052988,0.013189076,0.026453341,-0.03615887,-0.019686709,-0.008504924,-0.006107179,0.01610981,0.002733516,-0.012158055,-0.008756238,-0.010052995,-0.018864474
2016.01.10,-0.013739426,-0.046280924,0.002600011,0.013708182,-0.001837391,-0.020892959,0.020557472,-0.006426114,0.01569277,0.01210382,-0.013261001,-0.010376639,-0.007886262,-0.008934295,0.040343409,0.003231639,-0.022052988,0.013189076,0.026453341,-0.03615887,-0.019686709,-0.008504924,-0.006107179,0.01610981,0.002733516,-0.012158055,-0.008756238,-0.010052995,-0.018864474,-0.014623722
2016.01.03,-0.046280924,0.002600011,0.013708182,-0.001837391,-0.020892959,0.020557472,-0.006426114,0.01569277,0.01210382,-0.013261001,-0.010376639,-0.007886262,-0.008934295,0.040343409,0.003231639,-0.022052988,0.013189076,0.026453341,-0.03615887,-0.019686709,-0.008504924,-0.006107179,0.01610981,0.002733516,-0.012158055,-0.008756238,-0.010052995,-0.018864474,-0.014623722,0.005605251
2015.12.27,0.002600011,0.013708182,-0.001837391,-0.020892959,0.020557472,-0.006426114,0.01569277,0.01210382,-0.013261001,-0.010376639,-0.007886262,-0.008934295,0.040343409,0.003231639,-0.022052988,0.013189076,0.026453341,-0.03615887,-0.019686709,-0.008504924,-0.006107179,0.01610981,0.002733516,-0.012158055,-0.008756238,-0.010052995,-0.018864474,-0.014623722,0.005605251,0.014845177
2015.12.20,0.013708182,-0.001837391,-0.020892959,0.020557472,-0.006426114,0.01569277,0.01210382,-0.013261001,-0.010376639,-0.007886262,-0.008934295,0.040343409,0.003231639,-0.022052988,0.013189076,0.026453341,-0.03615887,-0.019686709,-0.008504924,-0.006107179,0.01610981,0.002733516,-0.012158055,-0.008756238,-0.010052995,-0.018864474,-0.014623722,0.005605251,0.014845177,-0.004003925
2015.12.13,-0.001837391,-0.020892959,0.020557472,-0.006426114,0.01569277,0.01210382,-0.013261001,-0.010376639,-0.007886262,-0.008934295,0.040343409,0.003231639,-0.022052988,0.013189076,0.026453341,-0.03615887,-0.019686709,-0.008504924,-0.006107179,0.01610981,0.002733516,-0.012158055,-0.008756238,-0.010052995,-0.018864474,-0.014623722,0.005605251,0.014845177,-0.004003925,-0.023871561
2015.12.06,-0.020892959,0.020557472,-0.006426114,0.01569277,0.01210382,-0.013261001,-0.010376639,-0.007886262,-0.008934295,0.040343409,0.003231639,-0.022052988,0.013189076,0.026453341,-0.03615887,-0.019686709,-0.008504924,-0.006107179,0.01610981,0.002733516,-0.012158055,-0.008756238,-0.010052995,-0.018864474,-0.014623722,0.005605251,0.014845177,-0.004003925,-0.023871561,-0.025769925
